learner,anchors,openmlid,slopes,is_nonmonotonic64,is_nonmonotonic256,is_nonmonotonic
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 40]",346,"[-7.498519465122727e-05, -0.0017796185859654304, -0.000657891236432647, -0.000657891236432647]",,,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[0.0, 0.0, 4.236374909398934e-05, -2.5488845094610793e-06, 5.2143631544846115e-05, 8.01424357207662e-05, 4.6728225125444074e-05, -1.344877241672642e-05]",TRUE,,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",679,"[0.009734695939169875, 0.0029622460296341137, 0.0010233239198231218, -0.00021398662707446169, -0.00026499747037218787, 0.000729130764660833, 0.0001618126627635727, -0.0005162087213100944, 1.5376081106530742e-05, -7.614662178140513e-05, 0.00010474538031013254, 5.959095840931281e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[0.0006317031133744853, 0.0021483077738886497, 0.0036810651590230116, 0.003842232457959991, 0.003193295897386621, 0.0016289136453750991, 0.00048046616602002594, 0.0004172227747736472, 0.0005250508570787282, 4.829529415769935e-05, -6.154734603888457e-05, 0.00013309958323662452]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",718,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002505643680319623, 0.001207019956637572, 0.0008642150380312284, 0.0002760580368742878, 0.0001572074629916713, 0.00014116910392322928]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 3383]",720,"[0.0017237041239287262, 0.0011187550823885527, -4.803050933708756e-06, 0.0002053717405745965, 0.00037386681445466705, -0.00027342424315490087, 0.0001756998099454079, 3.818286356279379e-05, 2.4535828190709746e-05, -3.6427091383647627e-05, -7.312309001164793e-05, -3.170055790504317e-05, -1.0545454545454561e-05, 4.1298701298701325e-05, 9.298701298701313e-06, 9.672180451127829e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",723,"[0.0006438393464837041, 0.0024353845471664494, 0.005425987012920137, 0.0037649285586189036, 0.0018936104399759274, 0.0013914769870092866, 0.0003267275553820223, 0.0002182564143185666, 0.00033409959946580114, 0.00013135843928699384, 0.00021857157126390796, 0.00017413113080064414]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2516]",737,"[0.007529516105435046, 0.003338427529093247, 0.003010082937378355, 0.00020874612033478814, -0.0007924804648920336, 0.00027080516284335425, -6.90489230673769e-06, -0.00021621081715190882, 0.00013990082569747511, -0.00013036532119332307, -7.267371431929232e-05, 0.00012742251831944018, 3.0441558441558474e-05, -8.774025974025977e-05, 0.00023064935064935084, 5.593984962406021e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",740,"[0.008801698042031238, 0.007329498781809477, 0.003741177991513513, 0.0008877817416511079, 0.0005680548272315412, 0.000255495868177742, 0.0002625443207079799, 0.00043340169037444325, -6.281821047813009e-05, 0.00017209834697613237, 4.745938044713416e-05, -9.384957910672398e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",741,"[0.0028427967913210194, 0.002064637222938953, 0.0019436385978271785, 0.00034783013564511605, 0.0009095203015302192, -0.0007419760522961925, 3.9008986541455615e-06, 0.0004350182926512114, 0.00012121916379277447, -6.230536932208299e-05, -1.6612303973635528e-05, -1.7384444840086094e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",743,"[0.010284415644868346, 0.004733784374644528, 0.0013250817762857953, 0.0007402974565103439, 0.0001744139188862027, 0.0008828979576273224, 0.000676683335241329, 0.000397464023014603, 9.111659517517801e-05, -2.8495373498203216e-06, 8.632710108956947e-05, -6.843893353047095e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",751,"[0.00914549847871219, 0.005590006519313808, 0.004330988002153166, 0.0014280011886148416, -0.0001447551311722347, 0.0006226221864897966, 0.00017737662055213824, 0.00018811105651709258, 0.0002809441292109966, -3.411878082748045e-07, 0.0002159161989735555, 5.087751483672244e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1764]",772,"[0.01136110394984173, 0.0036476872092539, 0.0015468612482735034, 0.0017531561898497625, 0.0006927651935790193, 0.0004835146424761666, 0.0006138205609763914, 0.00012502164850538913, 0.00014383810436871327, 0.00011650581339625748, 1.7928420326297936e-05, 5.272234222626582e-05, 0.00010493506493506458, 0.00018706766917293193]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",797,"[0.0, 0.0, 0.0, 0.00015579708149196102, 0.0013228351598044148, 0.002891218767234456, 0.0009388877616055181, 0.001005839886712196, 0.00025610253673562824, -0.00010795180866547491, 0.00016982709663680644, 5.416731454466536e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",799,"[0.0034529030324545614, 0.0017642479598850645, 4.53708738884444e-05, 0.0006363763225974943, 9.203542498996285e-05, -0.00012677011646163508, 0.0003538749634594679, -1.9024041565254903e-05, 9.719980675195523e-05, -6.0327474970129654e-05, 2.1803549840744503e-05, 8.500339784014657e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5774]",803,"[0.003170489940295178, 0.003298344260949214, 0.004084164033710162, 0.0004190578153693263, 0.0004309955301579912, 0.0011908951089829244, 6.764743586123621e-05, 5.4546729977951556e-05, -0.00029288218679110917, 0.00016550208783361223, -0.002358747131541826, 3.958811408742752e-05, -0.0005994805194805198, 3.942857142857145e-05, 2.1298701298701303e-05, -1.6207792207792207e-05, -0.00019096103896103927, -0.0006563007518797]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",806,"[0.0, 0.0, 0.0, 7.204474707457732e-05, 0.000921724469359783, 0.0025695489909528706, 0.0018785365773967655, 0.0002511683556484008, 0.00017169081318118572, 7.297141446637023e-05, 4.228439348829335e-05, -1.6658046731339676e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 6634]",807,"[0.005799445948495531, 0.004068757410890952, 0.0027756926767176586, 0.00243533426332387, 0.0006198476414469091, -2.3328197094746615e-05, 0.00037065331012313705, -0.00018107745825377987, 8.09169737069618e-05, 2.329292502707484e-05, -6.742452647576416e-05, 3.494574637447004e-05, -6.493506493506499e-06, 1.8545454545454555e-05, -4.1974025974026e-05, 4.9714285714285725e-05, 3.210389610389614e-05, 3.6992481203007794e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",813,"[0.005267974404021309, 0.003674640823563891, 0.0018704207340948062, 0.00029252621956905395, 0.0006096515295450892, 0.0009076092501792528, 0.00020927264528215522, 0.0001981154321775099, 3.0518978561429264e-05, -3.4882037845323015e-05, -3.337328189009813e-05, 1.6773845185994586e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 6634]",816,"[0.006165707040720335, 0.004106926067092884, 0.000909956054969346, 0.0011609125497998403, 0.0007454643622790609, -0.00024662712267740444, -0.0002854178789006686, -0.00032687909629553326, -0.00027756934873997545, -1.8369801225068212e-05, 5.599280419415927e-05, 0.00012657909936274962, -1.2155844155844359e-05, -2.3272727272727186e-05, -0.00011953246753246731, 2.3116883116883265e-05, -3.2519480519480005e-05, -5.897744360902277e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5793, 8192, 11585, 16384, 18454]",821,"[0.005712714857506713, 0.0021470161417006333, 0.0002822516790886843, 0.002231365607895502, -0.0003388444350033675, 0.0006803340539074889, 0.0004161842028262143, -0.0006988199974286558, 0.0005776977061327449, 0.0014361900689535553, -0.0011833437751577586, 0.0006485567177005766, 0.0015762077922077918, 0.00033994805194805205, -0.0011862337662337658, 0.0025617662337662334, -0.0006816623376623376, 0.0017329870129870128, -0.00033340259740259756, 0.0011049870129870138, -6.285714285713997e-06, 0.00028634586466165334]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",837,"[0.0, 0.0, 2.473716759431047e-05, 0.00016657069492835873, 0.0010360049304089774, 0.0027620384837396916, 0.0008656722310949224, 0.0006395335991806607, 0.000196912626107205, 0.0002529165510692665, -4.972302698948641e-05, 0.00010891229117038703]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",845,"[0.0028069965734692066, 0.0036729830585051277, 0.0015490598333709191, 0.001118580203831183, 0.0009662581696629161, 0.0006922620651158464, 4.0047439587148764e-05, 0.00011071345578047443, 0.00013560669759269184, -0.0002269095547462443, 1.2734002119279677e-05, 1.1965423598737628e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",849,"[0.00023435111967193146, 0.0003447388653351074, 0.0004281851203274373, 0.0011412292362520619, 0.001491501456799329, 0.001788960627268138, 0.0006211314036952008, 0.0001967802405903067, 0.0003046238554301146, 8.928593967844143e-05, 5.9401298809111104e-05, 6.354352389468325e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",866,"[0.0, 0.0, 0.0, 0.0, 0.0007491200833277009, 0.002038526835221814, 0.0013846511789874822, 0.0006486534235776114, 0.0005225391673239979, 3.8358397318737584e-05, -8.04587132061146e-06, -5.271408358196183e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 3116]",871,"[0.015678754922016203, 0.004852660217660957, 0.0035077108007956137, 0.001801233384850416, 0.00017797444362741986, 0.0002700011495488565, 0.0005869419927132326, 4.3245780630913904e-05, -0.0001449277331856386, 0.00010831122393833138, 0.0001582206423555415, -8.637526176538348e-05, -5.397402597402602e-05, -1.2259740259740263e-05, 1.5324675324675356e-05, 6.213533834586473e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 939]",897,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.732418923759936e-05, 7.963258316459697e-05, 9.432067450127965e-05, 7.33659775149182e-06, -3.962091236958195e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",903,"[0.00017837529425511234, 0.0010445136578641867, 0.003106131320239154, 0.002974851491292496, 0.002671888924900971, 0.0012115934654014372, 0.0009638985969743686, 0.0003417533343424291, 0.00036596759947406536, 0.00028189074019313175, 8.185019940076724e-05, 3.24802320600462e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",904,"[0.0, 0.0, 0.0, 0.0, 7.020007020007006e-06, 0.0002536605826783803, 0.0010273400377983353, 0.00034491258897944373, 0.00010401394889410417, 0.0001993000045047332, 9.152688709304825e-05, 7.465734207763151e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",910,"[0.0071380958988920065, 0.006980674227205676, 0.004177494166262536, 0.00206325628888158, 0.001136548713825943, 0.0006384753207783002, 0.00023867688979085886, -0.000104652429989963, 0.00020300002156708747, -1.7972757027071547e-05, 5.259399632921927e-05, 4.450489011361121e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",912,"[0.0061324395195729185, 0.0015480475590367827, -0.0002868177608815073, 0.00028384085299749446, 0.0009249015309251864, 2.436627591428009e-05, 0.000552593791510854, 7.199212292301438e-05, 7.949833293359854e-05, -2.189907153807966e-05, 2.1912220527063346e-05, -7.062655637217387e-06]",TRUE,FALSE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",913,"[0.007730760587770724, 0.006412634914230747, 0.002527986761907379, 0.0027918892165311477, 0.0009003811685781896, 0.0008998523667379607, 0.00027966157858308856, -0.00013321844688288253, 0.00019565863111930973, 6.092956978163157e-05, -8.937380179988792e-05, 9.814976858535106e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]",914,"[-0.0010515174681672767, 0.001082567014065718, 0.00013830667274336507, -0.00022321770140043944, -0.000152666491502667, -4.757967840241833e-05, -0.00015300193545100566, -0.00014373029392649621, 5.70132587335149e-05, -0.0001484812283973658, -3.439810861835049e-05, -0.0001586314159154792, 1.714285714285719e-06, 4.902255639097754e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",917,"[0.0004575162687867373, 0.0016728418650029239, 0.0033823866216222166, 0.004237238782041962, 0.0026860666224821856, 0.001800283300642822, 0.0008979294282989021, 0.00039921213889007, 0.0003321174602374171, 6.882936415246797e-05, -0.00010459999895966976, 0.00010676384052649824]",TRUE,TRUE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5793, 8192, 10497]",959,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",FALSE,FALSE,FALSE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1399]",991,"[0.0009593172315999843, 0.0006874198256586211, 0.0005652038380855578, -4.624542709997869e-05, 3.8289947258586056e-05, 0.0003323308198741785, -0.00016630437827950734, 9.441802157085413e-05, -4.587264909132244e-06, -7.535748171080147e-05, -5.951342429970517e-05, 4.8839407935570656e-05, -1.3558441558441562e-05, -1.5939849624060167e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 100]",1450,"[0.008327174128426573, 0.006828279117163458, 0.0015948762607988927, 0.0029015539619976233, 0.001474256764609152, 8.388951590720672e-05]",TRUE,,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 85]",1465,"[0.0004772155380851031, 0.0026605471391976587, 0.012596299084982627, 0.012043226362461119, 0.00213550166057327, 0.00032942306344401124]",TRUE,,TRUE
sklearn.linear_model.LogisticRegression,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 558]",40981,"[0.0009534793000986033, 0.0017062617165807615, 0.0017820823469223443, 0.00105029418092112, 0.0009861040220206822, 0.00013340265430327174, 0.00026667030810303494, 0.00016028319229886772, -7.584490328971888e-05, 7.83035428172835e-05, 1.856648879114655e-05, 7.861198885458583e-06]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 505]",11,"[0.002616678689545814, 0.002624874285784106, 0.0017738609746392566, 0.000613078453617185, -0.00010115263002109723, 7.1473835693884345e-06, 0.0006792044872766959, 0.0001405861167076155, 3.5782366968254474e-05, -8.370937911322684e-05]",TRUE,FALSE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",31,"[0.0, 3.0352223534041693e-05, 0.00028101929954042965, 0.0012616208731035877, 0.001896702680203812, 0.0014155159438494374, 0.0006922528707861195, 0.0001798730949340432, 0.00020719975347124485, -7.783065665314038e-05, -9.66835787619353e-05, 9.262049383854456e-07]",TRUE,FALSE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 121]",61,"[-0.0009428554217017824, 0.00029964336197124724, -0.00038993288445001524, 1.9352909321655917e-05, -8.28367672261088e-06, -0.00012195157871182759]",FALSE,,TRUE
SVC_linear,"[16, 23, 32, 40]",346,"[-0.001121457209374934, -0.0013643085825033735, -0.00024444562660071086, 2.5696031593136804e-05]",,,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 811]",392,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",FALSE,FALSE,FALSE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 850]",401,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",FALSE,FALSE,FALSE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[-0.00024856051405177065, 3.613523707745237e-05, 1.619756293964991e-05, -5.515239053563483e-05, 8.632838539950759e-05, 4.530728406129206e-06, -2.603201227133156e-06, 3.2312662115088976e-06]",TRUE,,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[0.0, 0.00018149775901498576, 0.0012299332042558784, 0.00418447052975324, 0.003844588970741381, 0.0015803814141198093, 0.0006007723142857744, 0.00040994835644137944, 0.0005130328650744176, 1.8017587966985877e-05, -2.9470415092524878e-05, 0.00011442432209654399]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",723,"[0.0, 0.00028292861523579617, 0.0019752418978453575, 0.004284543291977752, 0.003931602905058309, 0.0013632834122308856, 0.00035857806352214525, 7.888357290350621e-05, 0.00031676736811961896, 0.00013743825234257095, 0.0002164154738215903, 0.00010994443761057694]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",740,"[0.009341291622306317, 0.009944863011082734, 0.004554473440488886, 0.0010860496143378572, 0.0009154793713549338, 0.0004365840188387506, 0.0002813850864068544, 0.00041763705663864814, 1.9991327216993754e-05, 0.00010308382779642531, 5.2742951252930115e-05, -9.767957157363318e-07]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",741,"[0.0006647249762628071, 0.0009331724706927556, 0.0003152030270620362, 9.75467501918861e-05, -5.3127863035787923e-05, -3.0533770926926195e-06, -0.00035450727099947324, -9.669645802287814e-05, 0.00039205307794168973, -0.0002221932539752653, -6.323187611069017e-05, -1.2119906003157812e-05]",FALSE,FALSE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",743,"[0.011188788321064815, 0.004910179955766179, 0.0019509168609518031, 0.000987152306895062, 0.0005625585591454546, 0.0011023723968990034, 0.00047155446304129997, 0.0004782267743854838, 0.0001344318492863013, -8.111553270909848e-05, 8.801135212017344e-05, -2.991710151530113e-05]",TRUE,FALSE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",751,"[0.008686631836821841, 0.007929943324907844, 0.005456461659042182, 0.0030027658363323525, -3.882840264160162e-05, 0.00032044781039088457, 0.00040377941677498865, 0.00014772470387851205, 0.0002829535671239276, 2.0464239124893388e-05, 0.0001960759014114521, 5.4413757355429226e-06]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",799,"[0.0048612880018933866, 0.003153780540383358, 0.0006692596792465192, 0.000612620293905868, 0.00028848191765348233, -0.0001883457554415512, 0.0003425456570172764, -0.00010623030248387735, 0.00020349587239725406, -1.1729619172682736e-06, 3.743342286663735e-05, -2.743764959014666e-05]",FALSE,FALSE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",813,"[0.007157762138729459, 0.005802263345392182, 0.0034676067043788628, 0.0002910774291601914, 0.0007597878887653012, 0.0007807028024567127, 0.00045259908707829003, 0.00020446189913814119, 2.3537383594936207e-06, -3.110687838875137e-05, -4.0875792671465986e-05, -1.886737634402491e-05]",TRUE,FALSE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",845,"[0.001449737437537022, 0.002570990207728146, 0.0025647069959773296, 0.0017101944098795404, 0.0013849189749938094, 0.0009910003276405693, 0.00016489218890202613, 0.0001274243111474047, 0.00014516722023459987, -0.00015337369976944868, -1.803297869762269e-05, -5.838264638897147e-06]",TRUE,FALSE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",849,"[0.0, 0.0, 0.0, 0.0001979002858854434, 0.0018529137120695915, 0.0023441157489441206, 0.0008366731063122582, 0.0003228365887664435, 0.0002644707104826888, 4.8878720729091976e-05, 2.865643841892215e-05, 2.1539277596568194e-05]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 939]",897,"[2.872895892116801e-05, -0.0002036433269838568, -0.00023201579504192164, 0.00019561382873908202, 4.8963891418119935e-05, -2.0075624848037668e-05, 3.949990319416469e-06, 0.00029297379386070214, 0.00013288651834375396, 0.0003002437680819698, 7.898627971909752e-06, -0.0001981070567049769]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",903,"[0.0, 0.0, 0.0007377198471059379, 0.002908879041302752, 0.004060784148248236, 0.0017109179141576072, 0.0010113430626628819, 0.0003187505453716172, 0.00042173497158780256, 0.00025248459341145244, 0.00014988871747863075, 0.00010666600535238773]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",910,"[0.0064646298516050785, 0.008428699761188853, 0.004882078467008364, 0.0027001182487962376, 0.0010549583910221159, 0.0006569790781867681, 0.0003947924723973274, -6.484094107480888e-05, 0.0002941671345420231, 4.288587063885437e-06, 4.7781051643424145e-05, 2.039430005784403e-05]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",912,"[0.008844234740245075, 0.003500927742763041, 0.0001463307280969635, -8.456727400667695e-05, 0.0013356026704844793, 0.0001478868515787117, 0.000643338482261063, -0.00016530896339225505, 0.00010608234525514319, -4.177487723926905e-05, 2.2971290429003215e-05, 7.256734825566275e-07]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",913,"[0.005445812932520586, 0.007633374688088053, 0.004777609737877919, 0.0030225359694122846, 0.0012362597264709172, 0.000980035778825564, 0.00023513115526315625, -0.0002898258271828977, 0.0002501436979556607, 9.244099080499023e-05, -8.236233236825367e-05, 6.905325895780801e-05]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",917,"[0.0, 1.5741833923652088e-05, 0.0009461063899131154, 0.004626609215817976, 0.004029446976426225, 0.0015930064827647293, 0.0008792871998494305, 0.0005308873070822168, 0.00036576741211661305, 0.00013280039875043182, -2.7284090921755027e-05, 6.982619005923555e-05]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 100]",1450,"[0.00655311174494844, 0.0022547062132773164, 4.4583816284338785e-05, 0.0015369411090479207, 8.659490986667254e-06, 6.634655376559774e-05]",TRUE,,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 85]",1465,"[0.008974392495281393, 0.017719448652030644, 0.020709815789763747, 0.00979561277602202, 0.0035488967093897034, 0.0007547449168687616]",TRUE,,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 874]",1468,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.2234221006312644e-06, 2.5499885486705305e-06, 5.939675791279906e-06, -4.98307959856462e-06, 6.588181931204765e-06]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 170]",1499,"[-2.9086250553054137e-05, 0.0002823612806239831, -9.781658362891813e-05, -0.00027466354521422687, 0.0002001442864048962, 5.5249556334071245e-05, 3.734029018309795e-05, -0.0001808463571425826]",TRUE,,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 981]",1566,"[0.0006363331292929413, -0.0034929503163973414, -0.00066244564721272, -0.0020515099331842586, -0.002361458229068276, -0.0005275408673169092, -0.0005076521746266983, -0.0003443957934523183, -0.00012718767937329513, -0.0001013883966669634, -1.2472981029585386e-05, 4.074505297334154e-05]",FALSE,FALSE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 863]",40687,"[0.0017920340634751861, 0.001737522754901808, 0.0015689979369362694, 0.0011091755954151454, 0.0017534610394478692, 0.0005140790380064826, 0.00042317586040831786, 7.413679767497223e-05, 0.0002565525752634431, 0.00012176442668917687, 2.550409800871953e-05, 2.2984074350356355e-05]",TRUE,TRUE,TRUE
SVC_linear,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 558]",40981,"[0.01174774211230751, 0.004148564458927185, 0.00029060093696467226, -0.0004376589627151288, -0.00029480116610307945, -0.0009982446922664446, 0.0001263664984225827, -0.00023453662850174122, -0.0009161524545677168, 0.00046471666282589996, -0.0007771991598533857, 0.0008287706051637324]",FALSE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 505]",11,"[-0.0014441907861858106, 0.00019805853521129085, 0.00035291968223451155, 0.00040290497521731347, -0.0007662077986679086, -0.000149296076425227, 0.0004806825900855708, -0.0002488800906076092, 0.00012067656834170106, -2.009334674995082e-05]",FALSE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",31,"[0.0006652868122216918, 0.0006011517797427853, 0.0021901845621916517, 0.000485838787558111, -0.0011876909442944262, 0.0005607041475126068, -0.00038034442006378374, -0.00015699421841801575, -8.805189165145321e-05, 4.7644143760501075e-05, 7.724408399952517e-05, 3.719458657573266e-05]",TRUE,TRUE,TRUE
